"DispNum","StDay","StMon","StYear","EndDay","EndMon","EndYear","Outcome","Settle","Fatality","FatalPre","MaxDur","MinDur","HiAct","HostLev","Recip","NumA","NumB","Link1","Link2","Link3","Ongo2001","Version"
2,-9,7,1902,24,1,1903,6,1,0,0,208,155,7,3,0,1,1,0,0,0,0,3.1
3,2,5,1913,25,10,1913,4,3,0,0,177,177,8,3,0,1,1,0,0,0,0,3.1
4,15,5,1946,13,11,1946,5,3,2,-9,183,183,16,4,1,1,1,0,0,0,0,3.1
7,13,10,1951,26,1,1952,1,3,2,-9,106,106,17,4,1,1,1,0,0,0,0,3.1
8,-9,7,1856,14,3,1857,1,2,6,-9,257,214,20,5,1,1,1,0,0,0,0,3.1
9,29,12,1889,10,1,1890,6,1,0,0,13,13,7,3,0,1,1,0,0,0,0,3.1
11,11,3,1938,12,3,1938,4,1,0,0,2,2,14,4,0,1,1,0,0,0,0,3.1
12,11,3,1938,30,9,1938,4,1,0,0,204,204,16,4,1,1,5,0,0,0,0,3.1
13,6,4,1863,17,8,1863,1,2,-9,-9,134,134,15,4,0,3,1,0,0,0,0,3.1
14,15,10,1895,31,12,1895,4,3,0,0,78,78,7,3,0,1,1,0,0,0,0,3.1
15,-9,1,1839,23,3,1839,6,1,0,0,82,30,15,4,1,1,1,0,0,0,0,3.1
16,25,12,1897,5,2,1898,4,3,0,0,43,43,7,3,0,2,2,0,0,0,0,3.1
19,15,1,1848,23,3,1849,5,1,6,-9,434,434,20,5,1,1,3,0,0,0,0,3.1
20,18,11,1945,9,5,1946,3,1,0,0,173,173,7,3,0,1,1,0,0,0,0,3.1
21,21,11,1912,3,12,1912,5,3,0,0,13,13,10,3,0,1,2,0,0,0,0,3.1
22,9,6,1940,17,6,1940,1,2,-9,-9,9,9,16,4,1,1,1,0,0,0,0,3.1
23,-9,3,1939,18,10,1939,4,1,0,0,232,185,13,4,0,1,1,0,0,0,0,3.1
25,2,8,1831,2,2,1832,5,3,-9,-9,185,185,16,4,1,1,3,0,0,0,0,3.1
26,21,3,1948,25,7,1949,5,3,0,0,492,492,16,4,1,1,3,0,0,0,0,3.1
27,25,7,1961,28,10,1961,5,3,0,0,96,96,17,4,1,4,4,0,0,0,0,3.1
28,19,7,1961,5,9,1961,6,1,3,-9,49,49,17,4,1,1,1,0,0,0,0,3.1
30,6,10,1908,31,3,1909,3,1,-9,-9,177,177,17,4,1,1,1,0,0,0,0,3.1
31,30,5,1900,16,8,1900,1,2,6,-9,79,79,20,5,1,8,1,0,0,0,0,3.1
38,29,12,1837,5,1,1838,5,3,0,0,8,8,16,4,1,1,1,0,0,0,0,3.1
40,10,4,1928,18,11,1928,4,1,3,-9,223,223,17,4,1,1,1,0,0,0,0,3.1
41,27,5,1929,3,12,1929,8,4,6,-9,191,191,20,5,1,1,1,0,0,0,0,3.1
43,14,11,1897,6,3,1898,1,1,0,0,113,113,17,4,1,1,1,0,0,0,0,3.1
50,11,2,1953,19,1,1956,5,3,2,-9,1073,1073,16,4,1,3,2,0,0,0,0,3.1
51,24,6,1950,27,7,1953,5,1,6,-9,1130,1130,20,5,1,2,15,0,0,0,0,3.1
53,22,8,1956,23,8,1956,5,3,0,0,2,2,16,4,1,1,1,0,0,0,0,3.1
55,29,8,1923,27,9,1923,3,1,0,0,30,30,16,4,0,1,1,0,0,0,0,3.1
56,15,2,1897,15,8,1897,4,2,-9,-9,182,182,16,4,0,6,2,0,0,0,0,3.1
57,31,5,1853,30,3,1856,2,1,6,-9,1035,1035,20,5,1,1,5,0,0,0,0,3.1
61,28,1,1962,12,12,1962,4,1,0,0,319,319,16,4,1,1,2,0,0,0,0,3.1
64,5,4,1826,6,10,1826,4,1,0,0,185,185,7,3,0,1,1,0,0,0,0,3.1
65,1,7,1883,1,7,1883,4,1,0,0,1,1,1,2,0,1,1,0,0,0,0,3.1
67,25,7,1934,31,7,1934,5,3,0,0,7,7,7,3,0,3,1,0,0,0,0,3.1
68,-9,1,1900,9,2,1900,4,2,0,0,40,2,7,3,0,2,1,0,0,0,0,3.1
69,25,3,1914,29,11,1916,1,2,0,0,981,981,16,4,0,1,1,0,0,0,0,3.1
71,17,1,1850,27,4,1850,4,1,0,0,101,101,13,4,0,1,1,0,0,0,0,3.1
72,23,6,1934,23,6,1934,4,3,0,0,1,1,7,3,0,1,1,0,0,0,0,3.1
77,18,9,1898,4,11,1898,4,1,0,0,48,48,7,3,1,1,1,0,0,0,0,3.1
78,17,7,1847,17,1,1848,5,3,0,0,185,185,7,3,0,1,1,0,0,0,0,3.1
86,25,3,1907,23,3,1908,1,3,-9,-9,365,365,17,4,1,2,1,0,0,0,0,3.1
88,6,7,1870,25,2,1871,2,2,6,-9,235,235,20,5,1,4,1,0,0,0,0,3.1
89,21,9,1822,13,11,1823,1,2,6,-9,419,419,20,5,1,4,1,0,0,0,0,3.1
91,22,5,1887,22,5,1887,5,3,0,0,1,1,3,2,0,1,1,0,0,0,0,3.1
92,18,2,1964,29,2,1964,1,2,2,-9,12,12,17,4,1,1,1,0,0,0,0,3.1
95,-9,10,1909,-9,4,1910,4,1,0,0,212,153,7,3,0,1,1,0,0,0,0,3.1
96,26,4,1886,7,6,1886,4,3,0,0,43,43,13,4,0,5,1,0,0,0,0,3.1
100,13,12,1914,9,9,1915,4,1,0,0,271,271,16,4,0,1,1,0,0,0,0,3.1
104,-9,3,1880,-9,7,1880,6,1,0,0,153,93,7,3,1,1,1,0,0,0,0,3.1
106,23,4,1895,1,7,1895,4,3,0,0,70,70,7,3,0,3,1,0,0,0,0,3.1
108,7,4,1939,8,4,1939,2,2,-9,-9,2,2,14,4,0,1,1,0,0,0,0,3.1
109,-9,9,1904,-9,10,1904,5,3,0,0,61,2,10,3,0,1,1,0,0,0,0,3.1
111,22,11,1934,9,5,1936,1,2,6,-9,535,535,20,5,1,2,1,0,0,0,0,3.1
112,7,9,1860,29,9,1860,1,2,6,-9,23,23,20,5,1,1,2,0,0,0,0,3.1
113,18,9,1860,13,2,1861,1,2,6,-9,149,149,20,5,1,1,2,0,0,0,0,3.1
114,12,9,1911,18,10,1911,1,1,6,-9,37,37,20,5,1,1,1,0,0,0,0,3.1
115,29,1,1859,12,7,1859,2,1,6,-9,165,165,20,5,1,2,2,0,0,0,0,3.1
119,12,3,1885,22,5,1885,6,1,0,0,72,72,10,3,1,1,1,0,0,0,0,3.1
121,2,7,1853,2,7,1853,5,3,0,0,1,1,7,3,0,1,1,0,0,0,0,3.1
122,25,6,1961,28,2,1962,5,3,0,0,249,249,16,4,1,1,8,0,0,0,0,3.1
123,-9,4,1845,26,3,1846,1,2,-9,-9,360,306,17,4,1,2,1,0,0,0,0,3.1
125,14,5,1958,24,10,1958,8,4,0,0,164,164,8,3,1,2,3,0,0,0,0,3.1
126,-9,1,1853,25,2,1853,4,3,0,0,56,2,7,3,0,2,1,0,0,0,0,3.1
127,3,3,1921,5,11,1921,6,1,0,0,248,248,14,4,0,4,1,0,0,0,0,3.1
128,11,1,1905,6,12,1905,4,1,0,0,330,330,14,4,0,5,1,0,0,0,0,3.1
129,18,9,1931,31,5,1933,1,2,6,-9,622,622,20,5,1,1,1,0,0,0,0,3.1
131,14,9,1899,-9,4,1900,4,1,0,0,229,200,10,3,1,1,2,0,0,0,0,3.1
133,11,1,1923,15,1,1923,6,1,-9,-9,5,5,17,4,1,1,3,0,0,0,0,3.1
134,20,3,1939,23,3,1939,4,3,0,0,4,4,14,4,0,1,1,0,0,0,0,3.1
135,31,10,1861,5,2,1867,2,2,6,-9,1924,1924,20,5,1,3,1,0,0,0,0,3.1
136,9,4,1914,23,11,1914,1,2,4,-9,229,229,17,4,1,1,1,0,0,0,0,3.1
137,4,5,1831,11,5,1831,5,3,0,0,8,8,7,3,0,1,1,0,0,0,0,3.1
139,-9,12,1934,2,2,1935,3,2,2,-9,64,33,16,4,1,1,1,0,0,0,0,3.1
141,7,6,1880,25,2,1881,4,1,0,0,264,264,10,3,1,7,1,0,0,0,0,3.1
142,18,7,1821,10,8,1821,5,3,0,0,24,24,15,4,1,1,1,0,0,0,0,3.1
144,9,7,1854,-9,10,1854,5,3,0,0,115,85,16,4,1,1,1,0,0,0,0,3.1
145,5,1,1927,28,3,1927,5,3,-9,-9,83,83,16,4,1,7,1,0,0,0,0,3.1
146,16,8,1827,-9,4,1828,1,2,6,-9,259,230,16,4,1,3,1,0,0,0,0,3.1
147,-9,1,1821,24,3,1821,1,2,2,-9,83,30,17,4,1,1,1,0,0,0,0,3.1
148,22,4,1959,1,8,1960,5,3,1,-9,468,468,17,4,1,1,1,0,0,0,0,3.1
149,18,11,1856,26,5,1857,6,1,0,0,190,190,10,3,1,1,1,0,0,0,0,3.1
151,2,5,1926,23,9,1926,4,2,0,0,145,145,14,4,0,1,1,0,0,0,0,3.1
152,-9,12,1896,14,6,1898,6,1,0,0,561,518,17,4,1,1,1,0,0,0,0,3.1
153,22,6,1833,10,7,1833,4,3,0,0,19,19,7,3,0,2,2,0,0,0,0,3.1
154,26,9,1850,29,11,1850,6,1,-9,-9,65,65,16,4,1,1,6,0,0,0,0,3.1
156,-9,2,1906,12,5,1906,3,3,0,0,101,63,14,4,1,1,1,0,0,0,0,3.1
157,7,7,1937,7,12,1941,9,2,6,-9,1615,1615,21,5,1,1,1,0,0,0,0,3.1
158,21,2,1921,9,9,1921,4,3,-9,-9,201,201,17,4,1,2,1,0,0,0,0,3.1
159,2,11,1903,25,1,1904,1,2,0,0,85,85,13,4,1,1,1,0,0,0,0,3.1
160,21,3,1838,9,3,1839,1,2,3,-9,354,354,16,4,1,1,1,0,0,0,0,3.1
164,31,5,1904,28,6,1904,7,1,0,0,29,29,7,3,0,3,1,0,0,0,0,3.1
165,2,11,1911,29,9,1912,1,2,-9,-9,333,333,17,4,1,1,1,0,0,0,0,3.1
166,16,4,1908,17,6,1908,5,3,0,0,63,63,16,4,0,1,1,0,0,0,0,3.1
167,10,3,1821,8,4,1821,1,2,-9,-9,30,30,17,4,1,1,1,0,0,0,0,3.1
169,1,9,1939,29,9,1939,1,2,-9,-9,29,29,16,4,1,1,1,0,0,0,0,3.1
172,7,1,1962,19,12,1962,5,3,-9,-9,347,347,16,4,1,1,2,0,0,0,0,3.1
173,22,7,1958,19,12,1958,5,3,-9,-9,151,151,17,4,1,2,2,0,0,0,0,3.1
174,7,3,1936,7,3,1936,4,3,0,0,1,1,7,3,1,1,2,0,0,0,0,3.1
175,18,2,1849,1,7,1849,1,2,6,-9,134,134,20,5,1,3,1,0,0,0,0,3.1
177,15,8,1922,11,7,1923,6,1,0,0,331,331,14,4,0,2,1,0,0,0,0,3.1
178,-9,4,1932,23,3,1935,5,3,-9,-9,1087,1036,17,4,1,1,1,0,0,0,0,3.1
179,8,10,1939,12,3,1940,1,2,6,-9,157,157,20,5,1,1,1,0,0,0,0,3.1
180,29,6,1903,15,9,1905,2,1,6,-9,810,810,20,5,1,1,2,0,0,0,0,3.1
182,8,1,1935,31,3,1936,3,3,-9,-9,449,449,17,4,1,2,1,0,0,0,0,3.1
183,11,5,1939,16,9,1939,1,1,6,-9,129,129,20,5,1,2,1,0,0,0,0,3.1
184,9,7,1938,11,8,1938,5,1,6,-9,34,34,20,5,1,1,1,0,0,0,0,3.1
185,17,10,1956,21,10,1956,2,1,0,0,5,5,16,4,1,1,1,0,0,0,0,3.1
186,12,7,1920,3,8,1920,5,3,0,0,23,23,1,2,0,1,1,0,0,0,0,3.1
187,31,10,1876,31,1,1878,1,1,6,-9,458,458,20,5,1,1,1,0,0,0,0,3.1
189,-9,11,1827,14,9,1829,1,1,6,-9,684,642,20,5,1,1,1,0,0,0,0,3.1
191,18,12,1888,16,3,1889,5,1,0,0,89,89,17,4,1,1,2,0,0,0,0,3.1
194,17,4,1863,20,7,1864,1,2,6,-9,461,461,20,5,1,7,2,0,0,0,0,3.1
196,4,2,1893,3,10,1893,1,2,6,-9,242,242,20,5,1,1,2,0,0,0,0,3.1
197,21,11,1917,1,4,1920,2,3,-9,-9,863,863,17,4,1,5,1,0,0,0,0,3.1
198,1,9,1848,11,9,1848,4,2,0,0,11,11,7,3,0,2,1,0,0,0,0,3.1
199,2,11,1961,21,11,1962,2,2,6,-9,385,385,20,5,1,1,1,0,0,0,0,3.1
200,1,9,1955,6,11,1956,2,2,6,-9,433,433,20,5,1,2,4,0,0,0,0,3.1
202,14,4,1883,9,6,1885,2,2,6,-9,788,788,20,5,1,1,1,0,0,0,0,3.1
203,23,6,1959,31,10,1961,5,3,-9,-9,862,862,17,4,1,1,1,0,0,0,0,3.1
207,-9,1,1858,8,6,1858,3,3,0,0,159,122,16,4,1,1,1,0,0,0,0,3.1
208,10,3,1953,31,3,1953,5,3,1,-9,22,22,16,4,1,2,2,0,0,0,0,3.1
210,28,7,1936,29,3,1939,1,2,6,-9,975,975,16,4,1,3,1,0,0,0,0,3.1
211,2,4,1920,16,7,1920,2,2,0,0,106,106,14,4,1,1,2,0,0,0,0,3.1
212,-9,2,1888,-9,3,1888,5,3,0,0,60,3,7,3,1,1,3,0,0,0,0,3.1
216,-9,11,1836,-9,12,1836,7,1,0,0,61,2,15,4,0,1,1,0,0,0,0,3.1
217,-9,8,1840,27,11,1840,5,3,0,0,119,63,7,3,0,1,4,0,0,0,0,3.1
220,25,7,1870,5,10,1870,4,3,0,0,73,73,10,3,1,3,1,0,0,0,0,3.1
224,4,11,1865,24,11,1865,4,3,0,0,21,21,7,3,0,3,1,0,0,0,0,3.1
225,7,11,1861,26,12,1861,7,1,0,0,50,50,15,4,1,1,1,0,0,0,0,3.1
227,13,3,1861,21,9,1861,3,3,2,-9,193,193,14,4,1,1,2,0,0,0,0,3.1
228,-9,3,1881,-9,8,1881,3,3,0,0,184,124,7,3,1,1,1,0,0,0,0,3.1
230,29,4,1919,13,3,1921,2,1,-9,-9,685,685,16,4,1,1,1,0,0,0,0,3.1
231,26,4,1849,25,5,1849,4,2,0,0,30,30,16,4,0,1,1,0,0,0,0,3.1
235,4,7,1940,7,7,1940,9,3,-9,-9,4,4,21,5,1,1,1,0,0,0,0,3.1
236,6,10,1849,13,11,1849,5,3,0,0,39,39,7,3,1,3,1,0,0,0,0,3.1
237,28,12,1899,15,1,1900,7,1,0,0,19,19,15,4,0,1,1,0,0,0,0,3.1
238,10,5,1913,14,5,1913,1,3,0,0,5,5,7,3,0,1,1,0,0,0,0,3.1
239,22,7,1864,14,9,1864,1,3,-9,-9,55,55,16,4,1,4,1,0,0,0,0,3.1
241,5,5,1923,11,6,1923,7,1,0,0,38,38,15,4,1,1,1,0,0,0,0,3.1
242,21,10,1904,5,11,1904,3,1,0,0,16,16,16,4,1,1,1,0,0,0,0,3.1
246,22,4,1960,26,4,1961,5,3,0,0,370,370,16,4,1,2,1,0,0,0,0,3.1
247,-9,1,1905,-9,1,1905,4,1,0,0,31,1,7,3,0,1,1,0,0,0,0,3.1
248,31,1,1932,13,2,1932,5,3,0,0,14,14,7,3,0,2,1,0,0,0,0,3.1
249,-9,5,1910,-9,5,1910,5,3,0,0,31,1,7,3,0,1,1,0,0,0,0,3.1
251,9,4,1965,9,4,1965,5,3,-9,-9,1,1,17,4,1,1,1,0,0,0,0,3.1
252,4,12,1945,4,10,1946,5,3,0,0,305,305,10,3,1,1,2,0,0,0,0,3.1
253,1,5,1960,18,7,1960,7,1,0,0,79,79,16,4,1,5,1,0,0,0,0,3.1
254,23,7,1902,19,2,1903,6,1,-9,-9,212,212,16,4,1,3,2,0,0,0,0,3.1
256,31,10,1873,10,11,1873,3,1,0,0,11,11,15,4,1,1,2,0,0,0,0,3.1
257,23,7,1914,11,11,1918,2,2,6,-9,1573,1573,20,5,1,4,11,0,0,0,0,3.1
258,25,3,1939,14,8,1945,1,2,6,-9,2335,2335,20,5,1,23,10,0,0,0,0,3.1
259,3,6,1956,6,9,1958,1,3,-9,-9,826,826,16,4,1,1,1,0,0,0,0,3.1
260,26,9,1914,25,5,1915,4,1,0,0,242,242,14,4,0,1,1,0,0,0,0,3.1
261,3,4,1865,26,7,1866,2,2,6,-9,480,480,20,5,1,8,3,0,0,0,0,3.1
262,5,9,1944,5,9,1944,1,1,0,0,1,1,18,4,0,1,1,258,0,0,0,3.1
266,8,2,1958,17,6,1958,6,1,0,0,130,130,16,4,1,1,1,0,0,0,0,3.1
301,-9,11,1835,-9,12,1835,3,1,0,0,61,2,8,3,1,1,1,0,0,0,0,3.1
304,20,4,1854,22,11,1854,5,3,0,0,217,217,7,3,1,1,1,0,0,0,0,3.1
306,17,9,1860,19,1,1861,8,4,0,0,125,125,7,3,0,1,1,0,0,0,0,3.1
307,6,5,1877,13,6,1878,4,1,0,0,404,404,7,3,1,1,1,0,0,0,0,3.1
309,25,3,1898,1,4,1898,4,1,0,0,8,8,7,3,0,1,1,0,0,0,0,3.1
310,-9,10,1905,-9,12,1905,5,3,0,0,92,32,7,3,0,1,1,0,0,0,0,3.1
311,2,4,1908,20,4,1908,4,1,0,0,19,19,7,3,0,1,1,0,0,0,0,3.1
312,-9,11,1910,28,12,1910,7,1,0,0,58,2,15,4,1,1,1,0,0,0,0,3.1
313,15,3,1910,14,10,1910,4,1,0,0,214,214,7,3,0,1,1,0,0,0,0,3.1
314,2,10,1911,15,10,1911,6,1,0,0,14,14,7,3,0,1,1,0,0,0,0,3.1
315,1,7,1911,11,10,1911,6,1,0,0,103,103,7,3,1,1,2,0,0,0,0,3.1
316,16,1,1912,27,1,1912,7,3,0,0,12,12,15,4,1,1,1,0,0,0,0,3.1
317,2,11,1912,31,3,1913,5,3,0,0,150,150,7,3,0,1,2,0,0,0,0,3.1
320,25,8,1914,23,5,1915,9,3,0,0,272,272,21,5,1,1,3,0,0,0,0,3.1
321,10,3,1916,5,2,1917,1,3,-9,-9,333,333,17,4,1,1,1,0,0,0,0,3.1
322,13,5,1916,29,11,1916,1,2,-9,-9,201,201,14,4,0,1,1,0,0,0,0,3.1
323,6,6,1916,27,6,1917,4,2,2,-9,387,387,17,4,1,2,1,0,0,0,0,3.1
324,7,3,1915,29,6,1917,9,3,-9,-9,846,846,21,5,1,3,1,0,0,0,0,3.1
327,16,3,1920,23,8,1920,5,3,0,0,161,161,14,4,0,3,1,0,0,0,0,3.1
328,16,9,1922,24,7,1923,6,1,0,0,312,312,14,4,0,3,1,0,0,0,0,3.1
336,30,8,1937,30,8,1937,5,3,0,0,1,1,16,4,0,1,1,0,0,0,0,3.1
337,14,12,1938,20,6,1940,4,3,0,0,555,555,13,4,0,1,2,0,0,0,0,3.1
339,2,4,1940,7,12,1941,9,3,0,0,615,615,21,5,1,1,1,0,0,0,0,3.1
343,2,10,1966,7,6,1968,5,3,1,-9,615,615,16,4,1,1,1,0,0,0,0,3.1
345,23,5,1967,19,6,1967,5,3,0,0,28,28,7,3,1,1,2,0,0,0,0,3.1
346,23,4,1968,12,11,1968,1,2,0,0,204,204,14,4,0,5,1,0,0,0,0,3.1
347,23,1,1968,22,12,1968,7,3,0,0,335,335,15,4,1,1,1,0,0,0,0,3.1
349,2,3,1969,13,12,1969,5,3,3,-9,287,287,17,4,1,1,1,0,0,0,0,3.1
350,14,2,1969,17,5,1969,7,3,0,0,93,93,15,4,0,1,1,0,0,0,0,3.1
352,1,1,1969,7,11,1969,5,3,-9,-9,311,311,17,4,1,1,1,0,0,0,0,3.1
353,6,10,1973,31,10,1973,5,1,0,0,26,26,8,3,1,2,3,0,0,0,0,3.1
354,1,9,1972,8,11,1973,1,1,1,-9,434,434,16,4,1,1,1,0,0,0,0,3.1
355,15,1,1974,20,1,1974,2,2,-9,-9,6,6,17,4,1,1,1,0,0,0,0,3.1
356,12,5,1975,15,5,1975,7,2,-9,-9,4,4,16,4,1,1,1,0,0,0,0,3.1
358,20,10,1975,20,10,1975,5,3,1,-9,1,1,17,4,1,1,1,0,0,0,0,3.1
360,-9,10,1975,29,11,1975,6,1,0,0,60,2,7,3,1,1,1,0,0,0,0,3.1
361,3,2,1976,3,2,1976,5,3,1,-9,1,1,17,4,1,1,1,0,0,0,0,3.1
362,19,6,1976,31,8,1976,5,3,1,-9,74,74,17,4,1,1,2,0,0,0,0,3.1
363,4,2,1976,11,2,1976,5,3,0,0,8,8,16,4,0,1,1,0,0,0,0,3.1
364,14,3,1974,14,9,1974,7,3,0,0,185,185,15,4,0,1,1,0,0,0,0,3.1
365,6,9,1976,-9,11,1976,5,3,0,0,86,57,7,3,1,1,1,0,0,0,0,3.1
366,27,8,1821,27,2,1822,5,3,0,0,185,185,7,3,0,1,1,0,0,0,0,3.1
367,20,7,1828,28,8,1828,4,2,0,0,40,40,14,4,0,1,1,0,0,0,0,3.1
368,15,9,1832,21,5,1833,2,2,-9,-9,249,249,17,4,1,2,3,0,0,0,0,3.1
370,28,8,1830,-9,9,1830,5,3,0,0,35,5,7,3,1,1,1,0,0,0,0,3.1
371,-9,1,1842,13,3,1842,5,3,0,0,72,30,1,2,0,2,1,0,0,0,0,3.1
373,-9,1,1846,8,6,1846,6,1,0,0,159,122,7,3,0,1,1,0,0,0,0,3.1
374,23,3,1848,9,8,1848,5,3,-9,-9,140,140,16,4,1,3,1,0,0,0,0,3.1
375,1,4,1848,10,7,1849,6,1,6,-9,466,466,20,5,1,4,4,0,0,0,0,3.1
377,-9,4,1852,-9,6,1852,4,3,0,0,91,33,7,3,0,1,1,0,0,0,0,3.1
378,24,3,1898,24,3,1898,5,3,0,0,1,1,1,2,0,1,1,0,0,0,0,3.1
379,24,3,1898,10,4,1898,1,2,0,0,18,18,17,4,0,1,1,0,0,0,0,3.1
380,10,5,1856,31,5,1856,5,3,0,0,22,22,16,4,1,1,1,0,0,0,0,3.1
381,19,11,1864,27,11,1864,6,1,0,0,9,9,7,3,0,1,1,0,0,0,0,3.1
391,6,9,1898,5,10,1898,4,3,0,0,30,30,16,4,0,4,1,0,0,0,0,3.1
394,13,9,1914,13,3,1915,1,2,-9,-9,182,182,14,4,0,1,1,0,0,0,0,3.1
395,-9,2,1916,10,3,1916,9,3,-9,-9,39,3,21,5,1,1,1,0,0,0,0,3.1
396,14,8,1916,27,8,1916,9,4,0,0,14,14,21,5,0,1,1,0,0,0,0,3.1
397,17,8,1914,14,10,1915,9,3,-9,-9,424,424,21,5,1,1,3,0,0,0,0,3.1
398,10,2,1915,21,7,1915,5,3,-9,-9,162,162,16,4,1,1,1,0,0,0,0,3.1
399,9,10,1916,17,4,1917,9,4,-9,-9,191,191,21,5,1,1,1,0,0,0,0,3.1
400,5,4,1917,11,11,1918,8,3,0,0,586,586,16,4,1,1,1,0,0,0,0,3.1
406,1,4,1930,1,4,1930,5,3,0,0,1,1,11,3,0,1,1,0,0,0,0,3.1
407,-9,9,1931,-9,9,1931,5,3,0,0,30,1,7,3,0,1,1,0,0,0,0,3.1
409,31,5,1937,6,7,1937,4,3,1,-9,37,37,17,4,1,1,1,0,0,0,0,3.1
410,23,9,1938,1,12,1938,4,3,0,0,70,70,7,3,0,1,1,0,0,0,0,3.1
414,10,4,1941,11,12,1941,9,3,3,-9,246,246,21,5,1,1,1,0,0,0,0,3.1
418,21,5,1940,25,10,1940,9,3,-9,-9,158,158,21,5,0,1,1,0,0,0,0,3.1
420,30,4,1941,23,5,1941,1,2,-9,-9,24,24,17,4,1,1,2,0,0,0,0,3.1
421,12,10,1941,-9,12,1941,5,3,0,0,81,51,16,4,0,1,1,0,0,0,0,3.1
501,5,2,1831,5,2,1831,4,1,0,0,1,1,4,2,0,1,1,0,0,0,0,3.1
502,12,2,1864,21,7,1864,6,1,0,0,161,161,7,3,0,1,2,0,0,0,0,3.1
503,23,9,1939,18,10,1939,4,1,0,0,26,26,14,4,0,1,1,0,0,0,0,3.1
504,-9,2,1940,15,6,1940,1,2,0,0,136,95,14,4,0,1,1,0,0,0,0,3.1
505,10,6,1940,17,6,1940,1,2,0,0,8,8,13,4,0,1,1,0,0,0,0,3.1
506,12,7,1881,-9,8,1881,5,3,0,0,51,21,7,3,0,1,1,0,0,0,0,3.1
507,25,4,1882,17,6,1882,5,3,0,0,54,54,7,3,1,1,1,0,0,0,0,3.1
508,9,7,1866,9,7,1866,5,3,0,0,1,1,1,2,0,1,1,0,0,0,0,3.1
509,5,8,1866,7,8,1866,5,3,0,0,3,3,1,2,0,1,1,0,0,0,0,3.1
510,2,4,1920,25,10,1922,3,3,0,0,937,937,16,4,0,1,1,0,0,0,0,3.1
511,24,2,1899,-9,4,1899,5,3,0,0,66,37,7,3,1,1,1,0,0,0,0,3.1
518,-9,3,1941,13,12,1941,9,3,-9,-9,288,246,21,5,1,1,3,0,0,0,0,3.1
521,22,7,1917,11,11,1918,8,3,0,0,478,478,18,4,0,1,2,0,0,0,0,3.1
522,8,5,1918,11,11,1918,8,3,0,0,188,188,18,4,0,1,2,0,0,0,0,3.1
523,16,8,1941,29,1,1942,1,2,-9,-9,167,167,16,4,1,1,1,0,0,0,0,3.1
601,20,1,1972,20,1,1972,7,3,0,0,1,1,15,4,0,1,1,0,0,0,0,3.1
602,12,11,1972,22,11,1972,7,1,0,0,11,11,15,4,0,1,1,0,0,0,0,3.1
603,2,8,1946,3,8,1946,5,3,0,0,2,2,7,3,1,1,2,0,0,0,0,3.1
604,-9,7,1949,9,9,1949,1,2,-9,-9,71,33,16,4,1,1,1,0,0,0,0,3.1
605,30,7,1956,12,12,1956,6,1,-9,-9,136,136,17,4,1,1,1,0,0,0,0,3.1
606,20,10,1956,14,11,1956,1,2,6,-9,26,26,20,5,1,1,1,0,0,0,0,3.1
607,13,4,1957,19,11,1957,5,3,2,-9,221,221,17,4,1,3,4,0,0,0,0,3.1
608,7,11,1958,23,6,1959,5,3,0,0,229,229,15,4,1,1,3,0,0,0,0,3.1
610,22,10,1962,30,6,1965,5,3,-9,-9,983,983,16,4,1,1,1,0,0,0,0,3.1
611,23,2,1964,30,4,1975,2,2,6,-9,4085,4085,20,5,1,8,3,0,0,0,0,3.1
612,27,2,1921,-9,5,1921,6,1,0,0,94,64,7,3,1,1,1,0,0,0,0,3.1
613,23,11,1940,22,1,1941,1,2,6,-9,61,61,20,5,1,1,1,0,0,0,0,3.1
614,23,2,1944,23,2,1944,8,3,0,0,1,1,18,4,0,1,1,0,0,0,0,3.1
616,1,11,1935,28,11,1935,5,3,-9,-9,28,28,17,4,1,1,1,0,0,0,0,3.1
617,4,2,1942,4,2,1942,4,3,0,0,1,1,7,3,0,1,1,0,0,0,0,3.1
619,15,11,1975,1,6,1976,1,1,0,0,200,200,16,4,1,1,1,0,0,0,0,3.1
620,5,1,1939,16,1,1939,5,3,0,0,12,12,1,2,0,1,2,0,0,0,0,3.1
621,16,1,1943,6,9,1945,8,3,0,0,965,965,18,4,0,1,3,0,0,0,0,3.1
622,9,9,1943,9,9,1943,8,3,0,0,1,1,18,4,0,1,2,0,0,0,0,3.1
623,-9,7,1965,28,11,1966,5,3,3,-9,516,459,16,4,1,1,1,0,0,0,0,3.1
624,-9,4,1963,-9,4,1963,5,3,0,0,30,1,8,3,1,1,1,0,0,0,0,3.1
625,29,7,1922,29,7,1922,4,3,0,0,1,1,1,2,0,2,1,0,0,0,0,3.1
632,4,4,1917,11,11,1918,8,3,0,0,587,587,18,4,0,1,1,0,0,0,0,3.1
633,1,10,1949,7,8,1950,5,3,1,-9,311,311,16,4,1,2,1,0,0,0,0,3.1
634,1,10,1949,24,1,1950,7,3,0,0,116,116,15,4,0,1,1,0,0,0,0,3.1
1002,26,4,1963,3,6,1963,5,3,0,0,39,39,16,4,1,1,4,0,0,0,0,3.1
1006,20,4,1950,4,8,1955,5,1,3,-9,1933,1933,16,4,1,1,1,0,0,0,0,3.1
1008,17,10,1955,26,10,1956,5,3,3,-9,376,376,17,4,1,1,2,0,0,0,0,3.1
